拒审建议,拒审类型,拒审详细内容,素材id,视频名称,视频链接,投放情况,审核建议,素材评估,关联在投单元数,标签,消耗,展示数,点击数,点击率(%),平均点击单价(元),平均千次展现费用(元),转化数,转化成本,转化率(%),深度转化次数,深度转化成本,深度转化率(%),,,
建议1:您好，广告中涉及暂不接受投放的中危行业或内容等，请修改，谢谢。 (违规点：9秒<img src="https://p6-bes-sign.byteimg.com/tos-cn-i-7coyogjcw8/057557f4d3444391b6b3c5250575184c~tplv-7nkd1s49gv-origin.image?rk3s=60044db5&x-expires=1879753619&x-signature=IJeAEayE%2BevHwWt7%2FOGMZzV5Q8M%3D">),资料图,资料图,"	7667137450296836134",0724-国星引流修改-2c.mp4,https://video-cn.oceanengine.com/85129fc70056b590e9deb120cb871433/6a6aba66/tos-cn-ve-51/oo6aLIcbhnkTLUQ8Wd7UmEIWsQJ3DoAtCAzYQ?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1120&bt=1120&cs=0&ds=3&ft=J9ThAGkHH_Myq8Zk8KY_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGYzaWY4OWk2PDM6MzozMzYzQGkzNTVnZm86dGw8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojM180M19jNV8zMV9gLWAvM2EjYGRucmFhXjZnYS0tZDBhc3M%3D&btag=80000200010000&dy_q=1785206607&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260728104326DBF5A33C42D97487D3D7&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核不通过,--,1,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"建议1:您好，广告中涉及暂不接受投放的中危行业或内容等，请修改，谢谢。 (广告<音频、视频字幕>中存在“物理你要拼到什么程度才能稳上九十分？没有思路的直接抄一背熟一百零八核心二级结论夯实基础。第二，湿透这一千道精选真题，解题能力立马翻倍，开学直接碾压同桌！电子版准备好了，抓紧时间弯道超车！”，推广相关学科教育培训内容时直接提及了学科名称，未满足对应推广要求，因此不通过。)
建议2:您好，广告中不得对推广产品／服务的效果作出明示或者暗示的保证性承诺，如承诺未来收益／产品功效（如实现财务自由、项目无风险、近视治愈等），提供虚假服务／政策保障（如考不过退款、人社局补贴３０００元等）等，请修改，谢谢。 (广告<音频、视频字幕>中存在“物理你要拼到什么程度才能稳上九十分？没有思路的直接抄一背熟一百零八核心二级结论夯实基础。第二，湿透这一千道精选真题，解题能力立马翻倍，开学直接碾压同桌！电子版准备好了，抓紧时间弯道超车！”，涉及宣传通过相关学习内容可在短时间内获得前后差异显著的学习效果，因此不通过。)",效果保证,"拼到什么程度才能稳上九十分
开学直接碾压同桌
抓紧时间弯道超车
","	7667137372368076827",0724-国星引流修改-1c.mp4,https://video-cn.oceanengine.com/df34abef8b0d45c0494734ab1718db0d/6a6aba5e/tos-cn-ve-51/okwvtnJi50ICMCV1ApQEmJIi3fx7dwBmgBSAQb?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1482&bt=1482&cs=0&ds=3&ft=J9ThAGkHH_Myq8Zk8KY_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZlZmlnZGdoZDM5aTRpaGVpQGkzNXdsajlydGw8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojLjAxNC0zLjVhMWEzMS1gMGEjNmoyaDJkYzZnYS0tZDBhc3M%3D&btag=80000200010000&dy_q=1785206607&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260728104326DBF5A33C42D97487D3D7&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核不通过,--,1,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
建议1:您好，广告中涉及暂不接受投放的中危行业或内容等，请修改，谢谢。,,,"	7667051456160120883",0724-引导-嘉丽D-3改.mp4,https://video-cn.oceanengine.com/dc436b9e29159e91a2e405595f750cf1/6a6aba54/tos-cn-ve-51/oItHIGLUggnVYBQcjAUJMtAQdhaED6IwkWmEz?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1559&bt=1559&cs=0&ds=3&ft=J9ThAGkHH_Myq8Zk8KY_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZlNTY2ZDc5PDw6NTVmZDc5QGlqZjM4M286dGw8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojNDJgXmIyM15hMWA0NjMwMWEjMGpiXmFhLzZnYS0tZDAvc3M%3D&btag=80000200008000&dy_q=1785206607&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260728104326DBF5A33C42D97487D3D7&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核不通过,--,1,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"	7667051423217614858",0724-引导-嘉丽D-2改.mp4,https://video-cn.oceanengine.com/08c15ff1e763fb4b1d21f6d68ede5644/6a6aba55/tos-cn-ve-51/okDC2AAafQOujNggtvDZtTIyO2Sp1REBD0eqHO?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1460&bt=1460&cs=0&ds=3&ft=J9ThAGkHH_Myq8Zk8KY_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZlaGloODxoPGRkOjw0ODU0QGlqcDZuZW86dGw8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojLy4yXzYzM14uMTBgXzIxXmEjcXNiaWFhXjZnYS0tZDAwc3M%3D&btag=80000200008000&dy_q=1785206607&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260728104326DBF5A33C42D97487D3D7&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核通过,--,1,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
建议1:您好，广告中涉及暂不接受投放的中危行业或内容等，请修改，谢谢。,,,"	7667039094589341722",0725-引流-魏怡-2.mp4,https://video-cn.oceanengine.com/e29b78df184b27ec43675cefb25ac627/6a6abac5/tos-cn-ve-51/ocdRANngeY2SCvpYJpJlMTbfOVDfHaAf2BEOLM?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=2206&bt=2206&cs=0&ds=3&ft=J9ThAGkHH_Myq8Zk8KY_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY4OGU0Ozs5NDtmNDpoZztkQGkzaWZ2N286dGw8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojMzAtYzU1Nl9fMS8yYS02XmEjbzQ2NGFhXjZnYS0tZDAwc3M%3D&btag=80000200028000&dy_q=1785206607&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260728104326DBF5A33C42D97487D3D7&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核不通过,--,1,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
建议1:您好，广告中涉及暂不接受投放的中危行业或内容等，请修改，谢谢。,,,"	7667039089404887086",0725-引流-魏怡-3.mp4,https://video-cn.oceanengine.com/1692fa62358de53fc940f37f90ba5e43/6a6abac5/tos-cn-ve-51/oErAJeaMtmC0MSOWdm76AAoB8TiQIhgoQ15Gc7?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1329&bt=1329&cs=0&ds=3&ft=J9ThAGkHH_Myq8Zk8KY_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY4NDw7NTpmaDNmM2k1OzszQGlqNDgzPG86dGw8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojMi8vL2BgYl5gMS5hMDI2MWEjYjVuc2FhXjZnYS0tZDAvc3M%3D&btag=80000200028000&dy_q=1785206607&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260728104326DBF5A33C42D97487D3D7&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核不通过,--,1,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"	7667039015361314843",0724-国星引流-存2.mp4,https://video-cn.oceanengine.com/3893086343b5e931a1cbeb8da97bf028/6a6aba69/tos-cn-ve-51/oQlJIVQWaUUzMtgdD6kZ2AE5ntmQIwcPAJdhN?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=997&bt=997&cs=0&ds=3&ft=J9ThAGkHH_Myq8Zk8KY_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZlOWhlZzdmOTo7ODhnN2g2QGlqczhyZ286dGw8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojMTFjMDMyLjU0MTUvMTNeLWEjZG8uZmFhXjZnYS0tZDAwc3M%3D&btag=80000200010000&dy_q=1785206607&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260728104326DBF5A33C42D97487D3D7&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核通过,--,1,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
建议1:您好，广告中涉及暂不接受投放的中危行业或内容等，请修改，谢谢。,,,"	7667038968084709402",0724-国星引流-存3.mp4,https://video-cn.oceanengine.com/934e00837c34a8dc566f18c90c262c69/6a6aba5a/tos-cn-ve-51/oEABMQkeUBnpJ3VuAMC2NjMzXQnIEE8bVG8ene?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1185&bt=1185&cs=0&ds=3&ft=J9ThAGkHH_Myq8Zk8KY_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZpODs6NmQ4PDc0Njw7PGdmQGkzdXZ1dzlydGw8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojXjFiYDI2Y14wMS00NV42NGEjc2BtbzJkazZnYS0tZDAvc3M%3D&btag=80000200008000&dy_q=1785206607&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260728104326DBF5A33C42D97487D3D7&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核不通过,--,1,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
建议1:您好，广告中涉及暂不接受投放的中危行业或内容等，请修改，谢谢。,,,"	7667038958081835018",0724-国星引流-存1.mp4,https://video-cn.oceanengine.com/267a827103d306a4774394d26e0d7c4c/6a6aba56/tos-cn-ve-51/oQuOo2gZfAQe5TLBUDNqTpBGSEANFDtL2yYIgl?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=695&bt=695&cs=0&ds=3&ft=J9ThAGkHH_Myq8Zk8KY_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZlZTRlZGQ5ODQ7PGg4ZTw1QGlqdXZsbDlydGw8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojMWMxXmExLzVeMTY0X2BfLmEjLl9icTJkNDZnYS0tZDBhc3M%3D&btag=80000200008000&dy_q=1785206607&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260728104326DBF5A33C42D97487D3D7&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核不通过,--,1,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"建议1:您好，广告中涉及暂不接受投放的中危行业或内容等，请修改，谢谢。
建议2:您好，素材中涉及未授权的明星、名人、大师等人物名义及肖像等内容，请修改或提供相应授权，谢谢。",肖像权,学姐,"	7667083472151052298",7月27日-代理产出2.mp4,https://video-cn.oceanengine.com/5aa6b10bda4394c9f83c94cc58a7c05d/6a6aba74/tos-cn-ve-51/owqICYN6UB8QvAaNLAIIuCegPZDfgcRjDP6128?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1633&bt=1633&cs=0&ds=3&ft=J9ThAGkHH_Myq8Zk8KY_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZmODM5NDdoZzRkZTxmZmRlQGkzeHhkNW86b2k8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojYjVeXzExNV4yMS4tMV8yLWEjYzVxc2FhLzRnYS0tZDAvc3M%3D&btag=80000200018000&dy_q=1785206607&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260728104326DBF5A33C42D97487D3D7&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核不通过,--,1,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"	7667083399120568330",7月26日-代理产出.mp4,https://video-cn.oceanengine.com/579ff31ea55c02b63f1bf6489f8f9442/6a6aba6f/tos-cn-ve-51/og1rQNNBAa7YaQNLq65AItDEngmcqIDRm3MTeg?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1410&bt=1410&cs=0&ds=3&ft=J9ThAGkHH_Myq8Zk8KY_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZlZTY6NDU3PDhoOTg8O2k2QGlqOTk7NW86b2k8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojLl9gYjBgYV8tMTEtYC4yNGEjbm5hMWFhLzRnYS0tZDBhc3M%3D&btag=80000e00018000&dy_q=1785206607&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260728104326DBF5A33C42D97487D3D7&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核通过,--,1,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"建议1:您好，素材中涉及未授权的明星、名人、大师等人物名义及肖像等内容，请修改或提供相应授权，谢谢。 (钟南山)
建议2:您好，广告中涉及暂不接受投放的中危行业或内容等，请修改，谢谢。 (违规点：15秒<img src=""https://p6-bes-sign.byteimg.com/tos-cn-i-7coyogjcw8/36e1e8c5af2b46e08dddb6d8fe6449d8~tplv-7nkd1s49gv-origin.image?rk3s=60044db5&x-expires=1879740270&x-signature=llTodHdm5xcDjkJwPpWIJdr7Zok%3D"">)
建议3:您好，素材中不得使用或者变相使用国家机关工作人员的名义或者形象，请修改，谢谢。",肖像权,学姐,"	7667083262364368934",7月27日-代理产出03.mp4,https://video-cn.oceanengine.com/bc5815cd29bc79a20d3db90c610d55cf/6a6aba7d/tos-cn-ve-51/oQA6GgU21rgJfcRNAIt7QnaqBMAmIEHIQkInh3?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1779&bt=1779&cs=0&ds=3&ft=J9ThAGkHH_Myq8Zk8KY_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZnZGgzZTk4NzszO2doOTdoQGlqaDYzN286b2k8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojYV8vNGMyLl8uMTZiMzYxMGEjYTQuNmFhLzRnYS0tZDAwc3M%3D&btag=80000200020000&dy_q=1785206607&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260728104326DBF5A33C42D97487D3D7&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核不通过,--,1,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"	",,,,,,,,,,,,,,,,,,,,,,
